"CntryResdnc","Age","Gender","Kids","Education","WorkStatus","AnnualIncome","CurrOccption","PostHeldYrs","PostHeldMths","CmmuntySize","MaritlStatus","SonsCnt","DaughtersCnt","D1DsnTmeWst","D2DelayActn","D3HesitatDsn","D4DelayDsn","D5PutoffDsn","A1BillsOnTm","A2OnTm4Appt","A3Rdy4NxtDy","A4RuningLate","A5ActvtDlyd","A6TmeMgmtTrg","A7FrndsOpn","A8ImpTskOnTm","A9MissDedlns","A10RnOutOfTm","A11DrAptOnTm","A12MorPnctul","A13RtneMntnc","A14SchdulLte","A15DldActCst","G1LteToTsk","G2LteTktPrch","G3PlnPrtyAhd","G4GetUpOnTme","G5PstLtrOnTm","G6RtrnCalls","G7DlyEsyTsks","G8PrmptDscsn","G9DlyTskStrt","G10TrvlRsh","G11RdyOnTme","G12StayOnTsk","G13SmlBlOnTm","G14PrmptRSVP","G15TskCmpErl","G16LstMntGft","G17DlyEsntPr","G18DyTskCmpl","G19PshTskTmr","G20CmpTskRlx","S1LfClsI2dl","S2LfCndExlnt","S3StsfdWtLf","S4GtImThgsLf","S5LvAgChgNth","CnsdrSlfProc","OthCsndrProc","DPMean","AIPMean","GPMean","SWLSMean","HDI","HumDev_Categ"
"United States",37.5,"Male","Yes Kids","ma","part-time",150000,"Missing",10,0,"Village","Married",1,1,4,4,4,3,3,2,2,4,4,5,5,5,5,5,5,2,4,5,5,4,5,1,5,3,5,3,3,5,5,5,1,5,3,3,5,5,5,5,5,5,1,5,2,5,3,"yes","yes",3.6,4.13333333333333,4.1,3.2,0.92,"VHigh"
"United States",32.5,"Male","No Kids","phd","full-time",250000,"Missing",8,0,"Village","Single",0,0,5,4,4,4,4,2,4,5,5,4,3,5,4,4,5,5,5,4,4,5,4,4,5,4,4,4,5,4,5,5,5,5,2,5,4,5,5,4,5,4,4,4,4,5,5,"yes","yes",4.2,4.26666666666667,4.4,4.4,0.92,"VHigh"
"United States",37.5,"Female","No Kids","ltuni","unemployed",10000,"Missing",0,0,"Small Town","Married",0,0,5,5,5,5,5,2,2,5,4,4,2,3,3,4,5,4,2,4,2,4,5,3,5,5,4,4,4,5,5,2,2,5,4,4,5,5,4,5,5,5,1,1,1,1,1,"yes","yes",5,3.33333333333333,4.3,1,0.92,"VHigh"
"United States",37.5,"Male","Yes Kids","ma","part-time",10000,"Missing",3,7,"Village","Married",1,0,4,4,4,4,4,3,1,5,1,5,4,4,4,5,4,2,2,4,1,4,5,3,3,4,4,4,4,4,4,1,1,4,3,5,5,3,3,5,5,5,2,3,2,2,2,"yes","yes",4,3.26666666666667,3.75,2.2,0.92,"VHigh"
"United States",55,"Female","Yes Kids","ma","part-time",25000,"Missing",10,0,"Small Town","Married",0,1,3,5,3,1,1,1,4,5,5,5,5,5,3,5,5,1,5,1,4,3,5,2,2,2,3,3,4,3,5,3,3,5,2,3,4,3,1,5,4,3,3,5,2,2,2,"yes","yes",2.6,3.8,3.25,2.8,0.92,"VHigh"
"United States",37.5,"Male","No Kids","ma","full-time",150000,"Missing",2,0,"Village","Married",0,0,5,5,5,4,4,4,5,3,4,1,4,5,5,5,4,5,5,5,1,2,4,4,4,4,4,4,4,5,1,4,4,4,4,4,5,1,4,4,5,4,2,2,1,4,2,"yes","yes",4.6,3.86666666666667,3.85,2.2,0.92,"VHigh"
"United States",32.5,"Female","No Kids","phd","full-time",45000,"Missing",0,6,"Small Town","Single",0,0,5,5,5,4,4,1,2,3,5,4,4,5,5,3,5,5,5,5,5,3,5,4,4,5,5,5,5,4,5,5,5,5,1,3,5,5,5,4,5,3,3,2,3,2,2,"yes","yes",4.6,4,4.4,2.4,0.92,"VHigh"
"United States",32.5,"Female","No Kids","deg","full-time",87500,"Missing",13,0,"Large Town","Divorced",0,0,4,3,3,2,2,2,3,3,4,3,4,5,5,4,4,3,5,5,4,4,5,2,3,3,3,3,4,2,5,3,4,5,1,2,4,4,4,3,3,2,3,4,3,3,3,"yes","yes",2.8,3.86666666666667,3.25,3.2,0.92,"VHigh"
"United States",37.5,"Female","No Kids","phd","part-time",45000,"Missing",4,0,"Small Town","Married",0,0,3,3,3,3,4,1,1,4,2,3,2,2,5,4,2,3,2,3,1,3,2,2,4,4,2,3,4,4,4,1,2,4,1,3,5,3,2,4,4,5,2,3,2,2,4,"yes","no",3.2,2.53333333333333,3.15,2.6,0.92,"VHigh"
"United States",45,"Female","No Kids","ma","full-time",55000,"Missing",6,0,"Large Town","Divorced",0,0,4,4,3,2,2,2,2,3,3,5,1,3,5,3,4,3,4,5,2,3,3,2,2,1,5,1,5,3,4,2,3,4,3,3,4,4,3,5,5,4,3,3,4,3,2,"yes","yes",3,3.2,3.3,3,0.92,"VHigh"
"United States",45,"Female","Yes Kids","deg","full-time",150000,"Missing",3,0,"Village","Married",1,1,3,3,3,2,2,1,1,3,3,2,3,2,3,2,5,2,2,1,2,3,5,1,2,3,5,5,4,3,4,1,4,4,5,2,4,5,5,4,3,4,3,4,4,4,2,"yes","no",2.6,2.33333333333333,3.65,3.4,0.92,"VHigh"
"United States",45,"Female","Yes Kids","ltuni","part-time",67500,"Missing",8,0,"Village","Married",1,0,4,4,4,4,4,1,1,5,1,1,2,3,3,1,1,2,1,1,1,3,4,1,1,3,1,1,4,2,4,1,4,4,1,1,3,1,1,4,4,5,3,3,3,4,4,"yes","no",4,1.8,2.5,3.4,0.92,"VHigh"
"United States",37.5,"Male","No Kids","phd","full-time",67500,"Missing",5,0,"Large-City","Married",0,0,4,4,3,3,3,1,1,2,2,3,1,2,3,3,3,3,1,2,1,2,4,1,3,3,1,3,3,3,3,2,2,4,1,3,3,4,3,3,3,3,4,4,3,4,3,"yes","no",3.4,2,2.75,3.6,0.92,"VHigh"
"United States",55,"Male","Yes Kids","ma","part-time",10000,"Missing",2,0,"Small Town","Married",1,1,3,3,2,2,3,2,1,2,1,3,3,2,3,2,3,2,1,3,1,2,3,2,3,2,2,3,2,4,4,2,4,4,3,3,5,4,2,4,3,4,3,3,3,2,2,"yes","no",2.6,2.06666666666667,3.15,2.6,0.92,"VHigh"
"United States",32.5,"Female","No Kids","ma","part-time",45000,"Missing",1,3,"Village","Married",0,0,2,2,1,2,2,2,3,2,4,3,2,3,3,3,3,2,5,2,4,3,3,2,3,4,3,2,4,3,4,2,4,3,3,4,4,4,2,3,3,3,3,4,3,4,3,"yes","yes",1.8,2.93333333333333,3.15,3.4,0.92,"VHigh"
"United States",28,"Female","No Kids","deg","full-time",55000,"Missing",2,0,"Small Town","Single",0,0,3,3,1,1,1,1,1,5,2,1,3,4,3,1,2,3,2,3,1,1,5,1,2,5,4,2,3,2,4,1,2,5,3,2,5,5,5,3,4,4,4,4,4,3,2,"yes","yes",1.8,2.2,3.35,3.4,0.92,"VHigh"
"United States",32.5,"Male","Yes Kids","ma","student",10000,"Missing",13,0,"Village","Married",0,2,5,5,3,2,2,2,4,5,4,5,2,5,5,5,5,3,4,3,5,2,5,3,3,4,3,3,5,4,5,5,1,4,4,4,5,4,4,4,4,4,4,4,4,4,3,"yes","yes",3.4,3.93333333333333,3.9,3.8,0.92,"VHigh"
"United States",37.5,"Female","No Kids","phd","full-time",150000,"Missing",2,0,"Village","Single",0,0,4,3,2,2,2,1,2,3,3,5,1,2,4,4,4,5,3,3,2,4,5,3,2,3,4,3,5,2,4,2,2,5,3,4,4,4,3,4,5,5,1,2,2,2,1,"yes","no",2.6,3.06666666666667,3.6,1.6,0.92,"VHigh"
"United States",45,"Female","Yes Kids","deg","retired",250000,"Missing",0,0,"Small Town","Married",2,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,1,1,2,3,2,2,1,3,1,4,2,2,2,3,3,2,4,2,3,4,4,4,4,3,"no","no",1.2,1.2,2.3,3.8,0.92,"VHigh"
"United States",28,"Male","No Kids","deg","student",15000,"Missing",2,0,"Medium-Sized","Single",0,0,3,3,3,1,1,1,1,5,1,2,2,2,2,1,3,5,1,1,1,2,3,1,1,1,1,2,3,2,5,1,1,5,3,2,1,2,1,5,5,5,1,1,1,3,1,"yes","no",2.2,2,2.5,1.4,0.92,"VHigh"
"United States",45,"Female","No Kids","ma","full-time",55000,"Missing",10,7,"Small Town","Single",0,0,4,3,3,2,2,1,1,2,2,3,3,1,3,2,2,3,2,3,2,3,3,2,2,4,1,5,3,3,4,1,2,4,3,2,3,3,2,4,3,4,4,4,5,4,3,"yes","no",2.8,2.2,2.9,4,0.92,"VHigh"
"United States",67.5,"Male","Yes Kids","phd","full-time",250000,"Missing",12,0,"Small Town","Married",0,2,3,3,3,2,2,1,2,3,3,2,1,2,3,2,2,2,3,3,2,2,3,1,3,1,1,2,3,3,3,1,2,3,2,3,3,4,2,3,2,3,3,3,3,3,3,"no","no",2.6,2.2,2.4,3,0.92,"VHigh"
"United States",45,"Male","Yes Kids","ma","full-time",87500,"Missing",0,0,"Village","Married",0,2,3,3,2,2,2,3,3,5,4,3,2,4,4,4,4,2,3,1,3,4,4,2,2,3,2,3,4,2,4,4,3,4,3,3,4,2,3,4,3,4,3,4,3,3,2,"yes","yes",2.4,3.26666666666667,3.15,3,0.92,"VHigh"
"United States",37.5,"Male","No Kids","ma","full-time",87500,"Missing",3,0,"Small Town","Single",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,"no","no",1,1,1,3,0.92,"VHigh"
"United States",55,"Female","Yes Kids","ma","full-time",25000,"Missing",2,0,"Large Town","Married",0,2,4,4,4,3,3,4,2,3,3,4,2,3,4,4,4,4,2,4,3,3,3,3,4,2,4,2,4,3,3,3,3,4,4,4,4,5,3,4,3,2,3,2,3,4,4,"yes","no",3.6,3.26666666666667,3.35,3.2,0.92,"VHigh"
"United States",55,"Female","Yes Kids","deg","unemployed",87500,"Missing",1,11,"Village","Divorced",0,1,3,3,3,2,2,2,2,4,3,3,2,3,4,3,3,4,4,3,2,3,3,3,2,5,3,3,2,4,3,2,3,3,2,3,4,3,2,5,4,4,1,1,1,2,1,"yes","yes",2.6,3,3.15,1.2,0.92,"VHigh"
"United States",32.5,"Male","Yes Kids","deg","full-time",87500,"Missing",13,0,"Small Town","Married",0,1,5,5,4,3,3,5,4,5,2,5,1,5,5,1,4,5,4,5,3,5,5,4,3,3,5,4,5,3,5,2,3,5,5,4,4,3,3,4,4,4,4,5,5,5,4,"yes","yes",4,3.93333333333333,3.9,4.6,0.92,"VHigh"
"United States",21,"Female","No Kids","ltuni","student",10000,"Missing",0,0,"Small Town","Single",0,0,4,2,2,1,1,1,1,3,3,2,4,4,5,2,4,1,2,2,2,3,4,2,1,1,1,2,2,3,3,2,2,4,1,2,4,3,2,3,3,3,4,4,5,5,5,"yes","yes",2,2.6,2.4,4.6,0.92,"VHigh"
"United States",45,"Female","No Kids","ma","full-time",55000,"Missing",8,0,"Large Town","Married",0,0,2,1,3,2,2,1,1,5,1,2,1,1,2,1,2,1,1,4,1,1,4,1,1,1,2,2,4,2,4,1,1,4,1,2,3,1,1,4,5,2,3,4,3,3,1,"yes","yes",2,1.66666666666667,2.3,2.8,0.92,"VHigh"
"United States",55,"Male","Yes Kids","phd","full-time",55000,"Missing",0,0,"Large Town","Married",2,0,3,4,4,3,3,5,3,4,4,4,3,3,4,3,4,5,3,4,3,4,4,2,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,5,4,5,1,1,2,2,1,"yes","yes",3.4,3.73333333333333,4,1.4,0.92,"VHigh"
"United States",28,"Female","No Kids","ma","student",25000,"Missing",3,0,"Village","Single",0,0,3,4,4,2,2,4,5,5,5,3,3,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,5,5,"yes","yes",3,4.6,4.8,4,0.92,"VHigh"
"United States",37.5,"Male","No Kids","ltuni","full-time",45000,"Missing",8,6,"Large Town","Single",0,0,3,4,4,4,4,3,4,3,4,5,4,4,4,5,5,3,4,4,4,5,4,4,3,3,3,4,4,3,5,4,4,3,3,4,4,4,3,3,5,4,2,2,2,2,1,"yes","yes",3.8,4.06666666666667,3.7,1.8,0.92,"VHigh"
"United States",32.5,"Female","No Kids","ma","full-time",55000,"Missing",1,4,"Village","Single",0,0,4,4,4,3,3,1,2,2,5,3,4,4,4,3,4,1,4,3,4,4,4,2,4,5,3,3,4,3,4,4,4,4,1,2,3,3,3,2,3,2,4,4,4,3,3,"yes","no",3.6,3.2,3.15,3.6,0.92,"VHigh"
"United States",45,"Female","Yes Kids","dip","full-time",55000,"Missing",0,0,"Village","Married",0,2,3,3,2,1,1,1,2,2,2,1,2,1,1,5,2,4,4,4,2,3,2,2,1,4,4,5,3,2,4,2,2,1,4,1,3,4,3,4,2,1,4,4,5,5,2,"no","no",2,2.4,2.7,4,0.92,"VHigh"
"United States",32.5,"Female","No Kids","phd","full-time",55000,"Missing",0,1,"Village","Married",0,0,5,4,4,3,3,2,3,1,5,5,5,5,4,5,5,2,4,2,5,4,5,4,2,1,4,2,2,3,4,5,2,5,4,2,5,5,4,4,4,5,3,3,2,3,4,"yes","yes",3.8,3.8,3.6,3,0.92,"VHigh"
"United States",45,"Female","No Kids","ma","part-time",67500,"Missing",0,0,"Village","Married",0,0,4,5,5,5,5,2,1,2,1,2,1,4,5,3,3,3,1,2,1,3,4,1,1,4,3,4,5,4,5,3,4,5,1,2,4,3,3,5,5,5,5,5,5,5,5,"yes","yes",4.8,2.26666666666667,3.55,5,0.92,"VHigh"
"United States",19,"Female","No Kids","ltuni","student",10000,"Missing",2,0,"Large Town","Single",0,0,5,5,5,5,5,1,2,3,4,2,1,5,5,2,5,5,3,5,1,4,5,1,1,3,5,2,5,5,5,5,5,5,3,3,5,4,5,5,5,5,4,5,4,4,4,"yes","yes",5,3.2,4.1,4.2,0.92,"VHigh"
"United States",20,"Male","No Kids","ltuni","full-time",35000,"Missing",0,9,"Small Town","Single",0,0,3,3,2,2,2,2,2,2,3,3,4,3,3,1,2,4,3,3,3,3,5,1,4,3,3,2,4,3,4,2,4,2,3,3,4,2,4,3,5,4,4,4,4,4,2,"yes","yes",2.4,2.73333333333333,3.25,3.6,0.92,"VHigh"
"United States",37.5,"Female","No Kids","deg","full-time",35000,"Missing",5,4,"Village","Widowed",0,0,3,5,2,2,2,1,3,1,3,4,4,4,4,3,4,4,3,4,4,5,5,3,3,5,3,5,5,2,5,2,5,5,2,3,4,5,3,5,4,5,3,3,3,4,2,"yes","yes",2.8,3.4,3.95,3,0.92,"VHigh"
"United States",45,"Male","Yes Kids","dip","full-time",35000,"Missing",12,0,"Village","Married",2,0,4,4,3,2,2,3,1,4,4,3,4,4,4,2,4,1,1,3,2,4,5,1,2,4,3,2,4,3,5,4,5,5,3,3,3,5,4,4,4,4,4,3,3,4,3,"yes","yes",3,2.93333333333333,3.65,3.4,0.92,"VHigh"
"United States",55,"Male","Yes Kids","ma","full-time",87500,"Missing",0,0,"Village","Single",0,2,3,3,3,2,1,2,2,4,2,2,2,2,3,1,3,1,3,2,2,2,2,2,1,2,1,1,2,2,3,2,2,3,3,3,4,4,3,2,1,2,4,4,4,4,3,"no","no",2.4,2.2,2.25,3.8,0.92,"VHigh"
"United States",21,"Female","No Kids","ltuni","student",25000,"Missing",0,4,"Village","Single",0,0,4,4,4,4,4,4,1,3,3,2,4,3,2,2,4,4,2,4,4,4,4,4,4,4,2,5,2,5,2,2,4,3,4,4,1,4,3,4,4,4,2,3,3,3,3,"yes","yes",4,3.06666666666667,3.45,2.8,0.92,"VHigh"
"United States",55,"Female","No Kids","deg","full-time",87500,"Missing",0,0,"Medium-Sized","Widowed",0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,1,1,2,1,1,1,1,5,3,5,1,1,3,2,1,1,1,2,1,3,3,1,5,4,4,5,4,"no","no",1.4,1.4,1.95,4.4,0.92,"VHigh"
"United States",55,"Male","Yes Kids","ma","full-time",55000,"Missing",5,0,"Large Town","Married",1,1,3,3,4,1,1,1,1,5,1,1,1,2,2,1,1,3,2,2,3,3,2,1,5,2,1,1,3,4,4,1,2,3,4,3,3,4,4,2,2,2,4,4,4,4,3,"no","no",2.4,1.93333333333333,2.65,3.8,0.92,"VHigh"
"United States",55,"Male","Yes Kids","deg","full-time",87500,"Missing",0,0,"Large Town","Married",2,0,3,4,4,3,3,4,2,3,3,4,5,4,5,3,4,4,4,3,4,4,3,2,4,3,4,4,3,4,4,3,4,4,3,3,4,3,2,4,3,4,2,2,3,4,1,"yes","yes",3.4,3.73333333333333,3.4,2.4,0.92,"VHigh"
"United States",45,"Female","No Kids","ma","full-time",-0.01,"Missing",12,0,"Large Town","Married",0,0,3,2,2,1,5,1,1,5,4,2,1,1,3,1,4,1,3,4,1,1,4,1,1,1,2,2,3,4,2,3,5,3,3,3,4,3,3,4,4,3,4,4,4,3,4,"no","no",2.6,2.2,2.9,3.8,0.92,"VHigh"
"United States",55,"Female","No Kids","ma","full-time",55000,"Missing",0,0,"Village","Married",0,0,3,3,2,2,2,2,2,2,3,4,5,4,3,3,3,2,3,3,2,3,3,2,3,2,4,2,3,2,3,2,3,3,3,2,3,3,2,4,3,3,4,4,4,4,4,"yes","yes",2.4,2.93333333333333,2.75,4,0.92,"VHigh"
"United States",37.5,"Female","No Kids","phd","part-time",87500,"Missing",5,3,"Medium-Sized","Married",0,0,1,3,1,1,1,2,1,5,3,2,1,2,2,1,2,3,3,2,2,2,1,1,2,3,3,1,3,3,2,1,3,3,4,2,3,5,1,3,2,5,3,5,4,5,3,"yes","no",1.4,2.2,2.55,4,0.92,"VHigh"
"United States",37.5,"Male","No Kids","ma","full-time",150000,"Missing",10,0,"Village","Married",0,0,3,2,4,2,2,1,1,1,1,2,3,1,4,2,2,4,3,2,1,1,2,2,3,1,2,5,5,3,4,1,1,3,1,3,2,5,3,4,5,5,4,4,4,3,2,"yes","yes",2.6,1.93333333333333,3,3.4,0.92,"VHigh"
"United States",19,"Female","No Kids","ltuni","student",10000,"Missing",0,0,"Small Town","Missing",0,0,3,3,4,2,2,1,1,2,3,2,1,3,3,1,4,4,3,4,1,2,4,1,3,4,4,3,5,4,4,4,4,4,1,3,3,4,3,4,5,3,2,4,3,2,5,"yes","no",2.8,2.33333333333333,3.5,3.2,0.92,"VHigh"
"United States",22,"Female","No Kids","dip","full-time",15000,"Missing",0,3,"Village","Single",0,0,3,1,1,1,1,1,1,2,2,2,1,1,3,2,2,3,3,3,1,1,4,4,4,4,3,3,3,2,4,2,2,5,3,3,4,4,4,3,3,3,4,5,5,5,3,"yes","no",1.4,1.86666666666667,3.35,4.4,0.92,"VHigh"
"United States",37.5,"Female","No Kids","deg","full-time",87500,"Missing",10,0,"Village","Married",0,0,3,2,4,1,1,1,3,4,3,1,3,3,2,1,1,2,3,2,3,1,2,1,4,5,3,3,1,4,2,1,5,1,2,3,3,4,4,3,2,3,3,3,3,4,3,"yes","yes",2.2,2.2,2.8,3.2,0.92,"VHigh"
"United States",45,"Male","Yes Kids","ltuni","full-time",150000,"Missing",8,0,"Large Town","Married",2,2,1,3,3,1,1,1,1,3,2,1,1,2,3,2,2,3,1,2,1,2,3,1,2,2,4,1,4,1,4,3,4,3,2,4,3,3,2,3,4,4,3,5,3,4,3,"yes","no",1.8,1.8,2.85,3.6,0.92,"VHigh"
"United States",55,"Female","Yes Kids","ma","part-time",87500,"Missing",0,0,"Village","Divorced",1,0,2,2,2,2,3,2,3,3,3,2,1,1,3,1,2,3,3,4,3,3,3,2,1,5,3,1,3,3,3,3,4,3,4,4,3,1,2,4,3,3,4,4,4,4,2,"no","no",2.2,2.46666666666667,2.9,3.6,0.92,"VHigh"
"United States",67.5,"Female","No Kids","ltuni","Missing",10000,"Missing",0,0,"Village","Divorced",0,0,5,5,5,5,5,4,1,2,3,5,5,3,5,3,5,2,3,4,2,5,5,5,3,5,5,3,5,5,5,2,1,5,5,5,1,5,4,5,5,5,1,1,1,1,1,"yes","no",5,3.46666666666667,4.2,1,0.92,"VHigh"
"United States",28,"Male","No Kids","ma","student",25000,"Missing",4,0,"Village","Single",0,0,2,3,4,2,2,1,1,3,3,3,1,2,3,3,4,3,3,2,2,2,4,3,4,4,4,2,3,3,4,2,3,4,3,2,4,5,3,4,3,3,4,4,4,4,4,"yes","no",2.6,2.4,3.35,4,0.92,"VHigh"
"United States",55,"Male","Yes Kids","ltuni","retired",150000,"Missing",0,0,"Rural/Country","Married",1,1,3,3,2,2,2,1,1,2,2,1,3,1,2,1,1,2,1,2,1,2,2,1,1,2,3,2,3,2,3,1,4,3,1,2,2,4,3,2,3,2,4,2,2,4,1,"no","no",2.4,1.53333333333333,2.3,2.6,0.92,"VHigh"
"United States",55,"Female","No Kids","ma","full-time",-0.01,"Missing",7,6,"Rural/Country","Married",0,0,3,4,4,2,2,1,2,3,4,3,4,4,4,2,4,4,4,3,4,2,3,2,2,4,2,1,3,4,4,4,4,3,1,1,4,4,2,3,2,2,4,3,5,5,4,"yes","no",3,3.2,2.75,4.2,0.92,"VHigh"
"United States",28,"Male","No Kids","deg","full-time",55000,"Missing",3,0,"Small Town","Single",0,0,5,4,5,4,4,3,4,5,4,3,4,4,4,3,3,5,3,3,4,5,4,5,4,5,5,2,5,4,4,5,1,4,4,5,4,5,5,4,3,4,3,5,4,4,4,"yes","yes",4.4,3.8,4.1,4,0.92,"VHigh"
"United States",45,"Female","Yes Kids","phd","full-time",67500,"Missing",5,2,"Large Town","Married",1,0,3,1,1,1,1,1,1,2,3,2,3,1,1,2,3,3,2,3,1,2,2,1,1,1,2,1,3,1,4,1,3,4,3,1,1,4,3,3,3,2,4,3,3,3,3,"no","no",1.4,2,2.2,3.2,0.92,"VHigh"
"United States",55,"Male","Yes Kids","deg","retired",67500,"Missing",0,0,"Small Town","Married",1,1,2,2,1,1,1,1,1,5,2,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,2,3,1,2,2,1,3,2,5,2,2,2,1,3,4,4,4,5,"yes","no",1.4,1.6,1.85,4,0.92,"VHigh"
"United States",67.5,"Male","No Kids","ltuni","full-time",35000,"Missing",0,5,"Village","Single",0,0,2,3,4,3,2,2,2,5,2,2,4,2,3,2,2,2,2,2,2,4,3,2,2,2,2,3,3,4,2,2,2,2,2,2,3,3,2,3,4,4,1,2,3,1,2,"no","no",2.8,2.53333333333333,2.6,1.8,0.92,"VHigh"
"United States",32.5,"Male","No Kids","ltuni","part-time",25000,"Missing",2,8,"Village","Married",0,0,3,3,2,1,1,1,2,1,3,1,1,1,3,1,1,4,3,4,3,1,3,2,2,5,3,2,2,2,3,1,3,5,1,2,2,3,2,3,1,1,3,4,3,2,3,"no","no",2,2,2.4,3,0.92,"VHigh"
"United States",28,"Female","No Kids","phd","student",25000,"Missing",3,0,"Medium-Sized","Single",0,0,1,1,3,1,1,1,2,4,3,3,1,1,3,1,1,3,3,5,2,3,3,1,3,3,5,3,1,3,2,1,2,1,1,3,3,5,3,3,1,3,4,4,5,5,3,"yes","yes",1.4,2.4,2.5,4.2,0.92,"VHigh"
"United States",37.5,"Female","Yes Kids","ma","full-time",250000,"Missing",0,4,"Village","Married",0,2,4,4,4,4,4,4,2,1,4,4,4,4,3,4,4,3,3,3,5,5,4,4,2,3,4,2,4,3,4,4,5,4,4,5,4,2,4,4,4,3,2,2,2,2,1,"yes","yes",4,3.53333333333333,3.65,1.8,0.92,"VHigh"
"United States",55,"Male","Yes Kids","phd","full-time",150000,"Missing",0,0,"Large Town","Married",1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,2,2,3,3,1,4,3,2,2,2,2,1,2,2,3,1,1,2,3,2,2,4,3,4,3,3,3,4,5,4,1,"yes","no",1.2,1.8,2.35,3.4,0.92,"VHigh"
"United States",45,"Male","Yes Kids","ma","full-time",250000,"Missing",5,0,"Small Town","Married",1,1,4,3,3,2,2,3,3,4,4,3,2,2,3,2,3,3,3,4,3,3,3,3,4,4,3,3,3,3,4,3,3,4,3,3,3,5,3,4,3,3,2,3,3,4,3,"yes","no",2.8,3,3.35,3,0.92,"VHigh"
"United States",45,"Male","No Kids","ltuni","full-time",45000,"Missing",12,0,"Village","Married",0,0,3,4,4,3,3,2,1,2,2,3,5,3,3,2,4,2,2,2,2,5,4,4,2,1,4,2,4,3,4,3,3,4,3,3,3,4,4,4,5,3,3,4,4,3,1,"yes","yes",3.4,2.66666666666667,3.35,3,0.92,"VHigh"
"United States",45,"Female","Yes Kids","ma","full-time",67500,"Missing",4,0,"Small Town","Divorced",1,0,1,5,5,2,5,5,5,5,5,5,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,3,5,5,3,5,5,5,5,5,5,3,5,3,3,3,3,3,"yes","no",3.6,4.4,4.55,3,0.92,"VHigh"
"United States",23,"Female","No Kids","deg","full-time",45000,"Missing",1,3,"Village","Single",0,0,4,3,3,3,3,2,2,4,3,2,1,3,2,2,3,3,2,2,2,4,3,2,2,3,3,3,3,3,4,3,2,3,3,3,4,4,4,4,4,4,3,2,3,3,2,"yes","yes",3.2,2.46666666666667,3.2,2.6,0.92,"VHigh"
"United States",28,"Female","No Kids","ma","student",35000,"Missing",2,0,"Large Town","Single",0,0,4,5,5,4,4,2,3,5,5,5,3,5,3,4,5,4,5,4,5,5,5,3,4,5,5,5,5,4,5,3,4,4,4,4,5,5,5,5,4,5,3,4,2,4,3,"yes","yes",4.4,4.2,4.45,3.2,0.92,"VHigh"
"United States",45,"Female","No Kids","deg","full-time",55000,"Missing",0,7,"Small Town","Married",0,0,4,2,3,3,3,3,2,3,3,3,3,4,3,2,3,4,3,4,2,5,4,2,2,5,4,2,4,2,4,2,3,3,4,2,4,5,4,3,4,3,4,5,5,5,5,"yes","yes",3,3.13333333333333,3.3,4.8,0.92,"VHigh"
"United States",55,"Male","No Kids","ma","full-time",10000,"Missing",1,0,"Village","Married",0,0,2,3,2,2,2,2,1,4,2,2,1,1,2,2,2,1,2,4,2,3,3,2,3,2,2,2,1,2,2,2,2,1,3,3,3,4,4,2,2,3,4,4,3,4,2,"no","no",2.2,2.06666666666667,2.4,3.4,0.92,"VHigh"
"United States",32.5,"Female","No Kids","ma","student",10000,"Missing",3,2,"Large Town","Single",0,0,5,5,5,5,5,3,3,4,5,5,5,5,5,5,5,3,5,4,4,5,5,2,3,4,4,3,5,5,5,5,4,5,3,4,5,3,2,5,5,5,3,3,2,2,1,"yes","yes",5,4.4,4.1,2.2,0.92,"VHigh"
"United States",45,"Female","No Kids","phd","full-time",35000,"Missing",0,0,"Small Town","Single",0,0,2,5,2,3,3,2,1,3,1,2,2,3,4,3,4,2,1,3,1,5,5,1,2,3,4,2,5,2,5,1,1,5,3,3,5,4,3,5,5,5,4,4,3,3,5,"yes","no",3,2.46666666666667,3.45,3.8,0.92,"VHigh"
"United States",55,"Female","Yes Kids","ma","retired",150000,"Missing",2,0,"Large Town","Married",0,2,2,2,2,1,1,2,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,3,2,3,2,1,1,5,1,3,4,3,2,2,3,2,3,3,4,4,4,3,"yes","no",1.6,1.33333333333333,2.3,3.6,0.92,"VHigh"
"United States",45,"Female","Yes Kids","ma","student",150000,"Missing",2,0,"Large Town","Married",2,1,3,3,2,1,1,1,1,2,1,3,3,3,3,3,3,1,1,2,2,2,3,1,3,2,2,2,2,2,3,1,2,3,1,3,4,3,1,3,3,2,4,4,4,4,3,"yes","no",2,2.06666666666667,2.3,3.8,0.92,"VHigh"
